CGPA,Semester,Skills_Count,Projects_Count,Internship,Coding_Profile,Aptitude_Score,Communication_Score,Resume_Score,Academic_Score,Skill_Score,Project_Score,Internship_Score,Coding_Score,Placement_Readiness
8.94,3,2,3,1,5,63.2,61.3,44.9,89.39999999999999,20,60,100,50,61.52
8.53,7,10,5,0,7,52.4,63.2,38.7,85.3,100,100,0,70,64.07
6.09,5,2,2,1,4,63.5,67.2,86.1,60.9,20,40,100,40,60.56
7.32,6,1,4,0,10,66.4,66.1,86.3,73.2,10,80,0,100,61.4
7.66,6,2,2,1,4,82.1,86.6,41.9,76.6,20,40,100,40,56.28
8.22,3,3,3,1,1,77.5,83.6,61.8,82.2,30,60,100,10,54.24
7.49,8,10,4,0,8,55.7,82.7,71.2,74.9,100,80,0,80,62.16
8.29,5,2,3,0,7,64.2,62.1,65.2,82.89999999999999,20,60,0,70,61.83
7.43,8,9,3,0,6,50.1,81.7,51.8,74.3,90,60,0,60,66.1
8.11,5,5,4,0,5,50.3,59.4,71.1,81.1,50,80,0,50,52.52
6.13,8,1,4,1,4,63.5,65.1,38.5,61.3,10,80,100,40,53.01
7.47,7,1,4,0,7,87.8,65.5,80.0,74.7,10,80,0,70,48.47
8.65,8,7,3,0,6,46.2,52.3,70.0,86.5,70,60,0,60,62.13
8.91,8,7,3,0,7,58.5,71.6,65.5,89.1,70,60,0,70,62.3
7.67,2,9,4,0,3,67.3,68.0,46.3,76.7,90,80,0,30,65.62
7.4,3,9,5,0,8,83.6,65.6,48.8,74.0,90,100,0,80,61.87
8.87,8,9,1,0,9,42.9,58.7,64.3,88.69999999999999,90,20,0,90,53.38
7.4,1,2,2,0,8,78.1,63.2,62.5,74.0,20,40,0,80,67.61
8.64,8,4,1,0,5,68.3,50.7,72.7,86.4,40,20,0,50,45.65
7.39,1,7,1,0,4,51.7,26.6,93.1,73.9,70,20,0,40,45.34
7.54,4,1,2,1,3,59.6,76.9,87.1,75.4,10,40,100,30,66.28
6.4,5,1,2,0,4,67.2,35.5,44.0,64.0,10,40,0,40,38.69
6.25,7,9,3,0,4,67.8,73.0,69.1,62.5,90,60,0,40,58.19
8.48,5,5,3,1,9,46.8,53.9,69.6,84.80000000000001,50,60,100,90,76.63
9.22,8,2,1,0,8,87.4,38.1,66.6,92.2,20,20,0,80,45.89
7.61,2,10,0,1,10,85.8,61.5,91.0,76.1,100,0,100,100,74.03
7.33,8,9,4,0,6,76.7,94.0,83.3,73.3,90,80,0,60,73.3
8.52,5,6,1,0,6,70.0,64.3,8.9,85.2,60,20,0,60,50.29
7.84,8,5,1,0,9,66.5,24.2,100.0,78.4,50,20,0,90,56.5
5.1,4,3,5,1,0,48.9,61.3,67.0,51.0,30,100,100,0,59.85
8.49,8,3,4,1,5,54.6,64.2,65.5,84.89999999999999,30,80,100,50,67.47
6.16,3,8,5,0,2,71.4,56.2,70.9,61.6,80,100,0,20,60.57
7.49,3,6,4,0,9,43.8,65.1,46.6,74.9,60,80,0,90,59.22
7.06,7,7,4,1,9,63.2,73.6,66.8,70.6,70,80,100,90,69.42
6.86,4,1,2,1,2,58.0,89.8,75.2,68.60000000000001,10,40,100,20,50.33
7.55,6,6,4,0,5,66.0,35.0,49.9,75.5,60,80,0,50,50.13
8.39,2,3,2,1,4,78.8,91.7,64.0,83.9,30,40,100,40,65.87
7.53,3,9,5,1,3,64.2,51.3,64.7,75.3,90,100,100,30,64.58
8.91,4,5,3,1,8,75.2,91.9,31.3,89.1,50,60,100,80,66.93
9.03,5,5,4,0,6,46.9,78.0,74.1,90.3,50,80,0,60,62.42
9.02,3,7,5,0,0,92.7,70.6,56.6,90.19999999999999,70,100,0,0,73.35
7.44,4,8,5,1,0,62.2,65.0,67.7,74.4,80,100,100,0,73.02
7.02,2,3,2,0,10,64.7,55.3,57.7,70.19999999999999,30,40,0,100,50.66
7.47,7,4,3,1,5,45.9,66.7,50.1,74.7,40,60,100,50,60.35
8.63,6,1,2,1,9,73.9,70.3,82.0,86.30000000000001,10,40,100,90,66.87
8.57,3,10,3,0,7,47.5,100.0,47.4,85.7,100,60,0,70,62.65
5.0,7,1,1,0,9,51.6,49.6,95.0,50.0,10,20,0,90,50.61
7.81,2,8,2,0,5,77.3,58.7,50.6,78.1,80,40,0,50,58.85
5.13,1,5,3,0,10,36.9,59.0,71.4,51.300000000000004,50,60,0,100,58.73
7.48,2,7,3,0,6,84.4,83.1,68.9,74.8,70,60,0,60,58.19
6.97,4,6,3,1,10,70.2,80.8,78.4,69.69999999999999,60,60,100,100,69.46
6.66,8,10,0,0,8,58.9,68.5,27.3,66.60000000000001,100,0,0,80,54.23
8.35,5,7,2,0,6,71.3,70.2,62.1,83.5,70,40,0,60,60.16
6.85,3,10,3,0,4,96.2,47.6,70.4,68.5,100,60,0,40,59.74
7.49,2,7,5,0,9,39.3,53.3,63.3,74.9,70,100,0,90,66.88
6.57,8,8,5,0,10,59.7,43.6,81.3,65.7,80,100,0,100,76.34
7.57,3,7,1,0,8,38.9,36.4,51.9,75.7,70,20,0,80,51.65
8.46,3,9,3,1,2,74.7,60.3,63.0,84.60000000000001,90,60,100,20,70.12
6.62,6,8,2,0,6,72.1,55.9,47.5,66.2,80,40,0,60,44.74
8.14,4,1,4,0,2,71.0,89.2,65.9,81.4,10,80,0,20,50.84
7.56,4,10,5,0,6,60.4,58.7,61.4,75.6,100,100,0,60,69.15
7.55,7,2,3,1,5,62.6,63.9,74.9,75.5,20,60,100,50,56.23
7.15,8,7,3,0,10,62.3,49.5,62.5,71.50000000000001,70,60,0,100,57.8
8.27,7,9,5,0,9,74.6,66.1,84.3,82.69999999999999,90,100,0,90,89.96
8.17,1,3,3,0,7,98.2,60.2,96.0,81.69999999999999,30,60,0,70,53.76
7.37,5,3,4,0,4,69.5,89.2,53.7,73.7,30,80,0,40,62.1
7.7,7,2,3,1,7,70.9,78.2,71.2,77.0,20,60,100,70,66.32
8.24,1,1,3,1,2,56.6,83.7,38.2,82.4,10,60,100,20,60.82
8.04,4,5,4,0,0,84.0,90.2,69.1,80.39999999999999,50,80,0,0,51.19
7.19,1,1,4,0,9,57.6,62.8,80.7,71.9,10,80,0,90,58.2
8.67,7,6,3,0,3,74.0,79.3,52.3,86.7,60,60,0,30,55.74
8.36,2,1,5,0,3,89.1,83.0,80.7,83.6,10,100,0,30,59.12
9.61,6,10,2,0,3,45.3,73.5,71.7,96.1,100,40,0,30,60.64
5.93,7,6,2,0,8,68.8,65.5,38.7,59.3,60,40,0,80,58.3
8.2,2,4,3,0,4,42.3,66.7,58.5,82.0,40,60,0,40,59.12
8.65,3,10,3,1,9,74.9,80.2,58.7,86.5,100,60,100,90,83.84
8.51,1,6,5,0,8,59.1,50.2,51.7,85.1,60,100,0,80,63.24
7.25,8,2,1,1,8,53.1,67.4,21.8,72.5,20,20,100,80,50.01
6.14,6,6,3,0,6,25.6,47.7,54.0,61.4,60,60,0,60,47.44
9.04,1,5,1,0,1,67.7,92.4,96.5,90.39999999999999,50,20,0,10,58.78
7.02,4,10,1,0,5,49.3,53.1,56.1,70.19999999999999,100,20,0,50,56.41
7.2,8,6,4,0,0,74.8,44.3,49.0,72.0,60,80,0,0,44.42
9.57,1,8,3,0,3,26.6,68.9,76.4,95.7,80,60,0,30,60.73
6.23,7,9,1,0,7,77.1,56.5,99.9,62.3,90,20,0,70,49.23
8.32,6,2,3,1,5,25.5,60.4,24.8,83.2,20,60,100,50,57.48
6.75,3,7,3,0,6,72.7,76.0,50.0,67.5,70,60,0,60,55.25
6.72,4,1,1,1,6,32.6,68.7,66.8,67.19999999999999,10,20,100,60,43.28
7.67,3,9,2,1,0,69.0,74.5,86.6,76.7,90,40,100,0,64.34
8.18,2,3,5,0,8,78.4,75.6,91.5,81.8,30,100,0,80,70.6
8.45,4,10,4,0,5,64.6,50.9,39.9,84.5,100,80,0,50,71.93
8.58,5,9,3,0,3,63.5,59.4,60.5,85.8,90,60,0,30,53.46
6.79,3,4,4,0,8,41.4,80.9,90.9,67.9,40,80,0,80,64.95
6.36,5,1,2,0,9,87.4,53.4,80.1,63.6,10,40,0,90,42.33
7.16,5,8,4,0,6,51.4,46.9,56.7,71.6,80,80,0,60,51.03
7.85,3,1,5,1,7,64.4,66.2,60.8,78.49999999999999,10,100,100,70,65.39
7.29,7,8,3,0,7,48.2,86.6,57.5,72.89999999999999,80,60,0,70,61.7
5.0,4,3,0,0,9,69.0,76.1,65.4,50.0,30,0,0,90,35.1
5.67,8,9,4,0,8,71.0,26.7,43.9,56.699999999999996,90,80,0,80,60.03
7.26,6,4,3,0,10,37.4,71.3,61.7,72.6,40,60,0,100,58.23
8.36,5,9,1,0,5,53.1,92.5,63.9,83.6,90,20,0,50,51.03
6.6,4,8,1,1,10,80.4,75.6,51.5,65.99999999999999,80,20,100,100,70.72
8.23,5,1,3,0,2,51.1,90.3,63.6,82.30000000000001,10,60,0,20,50.54
6.0,3,7,3,0,1,49.6,64.5,41.7,60.0,70,60,0,10,47.61
7.76,8,6,3,1,2,42.4,83.2,46.6,77.60000000000001,60,60,100,20,52.14
7.76,1,10,2,0,8,60.6,53.1,85.9,77.60000000000001,100,40,0,80,62.11
7.97,6,6,4,0,7,49.6,83.4,30.3,79.69999999999999,60,80,0,70,62.19
6.49,4,5,1,0,10,66.1,77.6,51.0,64.9,50,20,0,100,67.56
5.95,5,10,1,1,5,86.6,84.3,65.8,59.5,100,20,100,50,69.39
8.23,1,6,4,1,6,60.0,84.6,47.9,82.30000000000001,60,80,100,60,74.21
5.97,8,3,4,0,9,93.7,53.7,20.3,59.699999999999996,30,80,0,90,52.22
6.73,6,1,3,1,0,92.0,55.1,78.1,67.30000000000001,10,60,100,0,58.77
8.89,1,9,1,0,6,87.0,75.8,59.1,88.9,90,20,0,60,52.4
7.67,1,3,0,0,6,46.7,65.1,78.6,76.7,30,0,0,60,46.64
7.87,6,10,2,0,2,70.4,81.6,77.7,78.7,100,40,0,20,64.95
8.12,3,3,2,1,1,49.5,55.3,69.7,81.19999999999999,30,40,100,10,50.14
8.09,3,3,3,0,3,55.6,67.7,89.0,80.89999999999999,30,60,0,30,49.05
7.48,3,10,3,0,9,59.0,74.6,61.5,74.8,100,60,0,90,60.18
6.6,3,6,2,0,9,87.8,61.6,32.6,65.99999999999999,60,40,0,90,55.16
10.0,4,7,4,0,7,77.8,56.9,55.2,100.0,70,80,0,70,69.67
7.21,7,5,2,0,8,60.4,56.7,60.8,72.1,50,40,0,80,56.43
7.83,5,9,1,0,9,74.5,62.8,57.7,78.3,90,20,0,90,59.27
7.94,4,9,2,0,8,54.2,88.4,92.6,79.4,90,40,0,80,61.54
6.97,1,1,4,1,7,81.4,80.0,73.2,69.69999999999999,10,80,100,70,71.08
7.07,6,1,4,0,10,49.9,75.2,81.1,70.7,10,80,0,100,55.43
8.99,5,1,4,0,3,47.6,89.1,72.5,89.9,10,80,0,30,58.73
6.76,8,3,0,0,9,64.9,62.8,84.0,67.6,30,0,0,90,43.03
7.91,8,2,4,1,9,37.3,67.9,62.2,79.10000000000001,20,80,100,90,68.23
8.4,5,9,2,1,7,49.0,58.6,69.6,84.00000000000001,90,40,100,70,69.54
7.29,6,9,4,1,0,44.9,78.1,93.0,72.89999999999999,90,80,100,0,68.8
7.41,6,2,2,0,0,75.5,38.5,69.4,74.1,20,40,0,0,39.55
8.46,1,10,5,0,8,71.5,35.7,66.2,84.60000000000001,100,100,0,80,70.26
7.36,2,5,3,1,10,66.8,92.8,92.6,73.6,50,60,100,100,81.55
5.42,7,5,1,0,4,97.7,42.0,82.1,54.2,50,20,0,40,53.66
9.0,6,6,3,0,5,58.2,67.6,70.7,90.0,60,60,0,50,62.12
6.52,5,2,1,0,5,69.2,60.2,73.7,65.19999999999999,20,20,0,50,50.4
7.72,7,7,1,0,5,83.5,73.3,74.0,77.2,70,20,0,50,59.77
6.18,7,10,1,1,4,74.0,80.8,29.5,61.8,100,20,100,40,61.69
6.99,4,1,2,0,4,95.4,27.8,89.4,69.9,10,40,0,40,39.81
7.06,5,10,2,1,6,21.4,57.4,74.3,70.6,100,40,100,60,63.19
7.67,7,4,3,0,5,68.7,69.9,79.8,76.7,40,60,0,50,54.08
6.62,8,8,2,1,7,71.6,64.1,64.2,66.2,80,40,100,70,63.61
9.48,6,4,5,0,5,67.6,73.7,63.4,94.80000000000001,40,100,0,50,70.74
7.52,8,1,1,0,10,53.7,71.4,90.2,75.2,10,20,0,100,46.09
8.38,6,3,3,0,7,44.3,58.7,92.5,83.80000000000001,30,60,0,70,50.05
7.49,1,8,1,0,10,72.5,53.9,41.9,74.9,80,20,0,100,47.43
8.5,7,7,0,0,8,84.6,56.9,47.0,85.0,70,0,0,80,59.54
5.4,1,6,3,0,6,55.2,65.7,70.4,54.0,60,60,0,60,64.12
6.8,6,7,2,1,9,66.4,50.6,79.3,68.0,70,40,100,90,76.75
6.98,4,9,1,1,2,76.4,38.1,75.8,69.80000000000001,90,20,100,20,59.57
6.97,8,3,4,0,1,59.3,57.0,24.1,69.69999999999999,30,80,0,10,53.65
8.02,1,8,3,0,3,72.6,57.7,76.2,80.19999999999999,80,60,0,30,54.1
8.09,5,1,0,1,9,49.3,81.3,74.3,80.89999999999999,10,0,100,90,67.94
7.43,3,4,0,0,8,63.6,67.4,42.9,74.3,40,0,0,80,37.47
7.45,4,10,0,0,7,71.3,66.6,61.0,74.5,100,0,0,70,57.3
9.94,1,8,1,0,7,52.2,83.6,75.2,99.4,80,20,0,70,55.99
7.82,2,5,4,1,9,67.2,94.1,55.2,78.2,50,80,100,90,72.99
5.27,2,8,2,0,4,60.7,59.8,62.7,52.69999999999999,80,40,0,40,45.55
8.27,3,7,3,0,6,81.7,68.5,85.3,82.69999999999999,70,60,0,60,66.05
8.06,7,4,0,1,2,77.6,47.6,58.0,80.60000000000001,40,0,100,20,58.18
8.66,7,8,1,0,6,58.9,90.1,46.4,86.6,80,20,0,60,59.89
8.1,8,3,4,0,1,59.3,58.6,75.6,81.0,30,80,0,10,44.19
6.6,8,1,4,0,4,82.0,84.0,77.6,65.99999999999999,10,80,0,40,54.35
8.39,8,5,2,1,7,54.3,41.1,80.5,83.9,50,40,100,70,70.48
7.6,5,6,4,0,7,70.1,88.5,96.4,76.0,60,80,0,70,54.19
8.55,6,7,0,1,0,63.0,75.3,87.0,85.50000000000001,70,0,100,0,64.59
9.05,3,1,2,0,7,83.8,51.9,46.1,90.5,10,40,0,70,48.35
7.38,5,4,1,0,7,40.0,57.9,50.4,73.8,40,20,0,70,44.43
8.38,8,6,4,0,10,94.9,46.4,90.8,83.80000000000001,60,80,0,100,75.94
8.53,8,7,4,1,6,65.8,71.6,55.6,85.3,70,80,100,60,72.37
7.66,6,7,0,1,3,69.4,55.9,68.1,76.6,70,0,100,30,71.25
9.46,6,2,4,1,8,54.7,63.9,38.4,94.60000000000001,20,80,100,80,67.19
8.55,7,3,2,0,7,58.6,64.7,74.1,85.50000000000001,30,40,0,70,42.22
6.91,2,5,2,1,7,33.7,87.3,86.4,69.10000000000001,50,40,100,70,69.38
7.76,1,3,3,1,8,76.1,46.6,55.4,77.60000000000001,30,60,100,80,77.61
8.36,3,6,2,0,8,63.3,70.8,70.5,83.6,60,40,0,80,57.5
9.42,1,4,3,1,10,33.3,46.3,75.3,94.19999999999999,40,60,100,100,70.75
8.12,2,9,3,0,7,63.6,49.9,67.0,81.19999999999999,90,60,0,70,61.32
7.79,5,6,4,1,10,58.9,49.4,50.8,77.9,60,80,100,100,78.65
8.76,7,10,1,0,4,89.9,52.2,77.7,87.6,100,20,0,40,65.66
7.28,6,4,3,0,4,91.8,84.9,51.9,72.8,40,60,0,40,53.76
6.51,1,7,1,0,7,64.1,70.9,67.7,65.10000000000001,70,20,0,70,51.63
8.2,2,10,1,1,10,56.5,67.4,42.6,82.0,100,20,100,100,75.38
7.12,8,3,4,1,1,49.9,84.2,92.4,71.2,30,80,100,10,60.16
10.0,4,4,4,0,9,78.1,73.2,90.6,100.0,40,80,0,90,65.05
7.75,8,10,1,1,6,52.5,49.9,79.0,77.5,100,20,100,60,73.31
8.21,6,5,2,0,9,29.8,60.9,69.8,82.10000000000001,50,40,0,90,49.88
6.87,3,9,3,0,5,72.8,63.7,66.1,68.7,90,60,0,50,70.71
8.76,5,2,2,1,7,55.7,61.7,100.0,87.6,20,40,100,70,64.83
7.47,5,8,2,1,6,54.2,56.7,55.4,74.7,80,40,100,60,77.42
7.38,4,4,2,0,7,64.1,49.6,73.4,73.8,40,40,0,70,63.24
7.4,6,8,3,0,5,60.5,61.2,46.6,74.0,80,60,0,50,55.59
6.21,6,5,1,0,7,97.7,65.4,40.4,62.1,50,20,0,70,58.55
7.25,3,9,3,0,9,48.4,73.7,67.5,72.5,90,60,0,90,63.52
8.05,7,6,3,1,3,72.0,54.3,57.5,80.5,60,60,100,30,56.67
5.95,1,2,4,0,8,39.1,77.7,77.9,59.5,20,80,0,80,52.1
8.52,2,2,1,0,8,87.3,81.7,52.5,85.2,20,20,0,80,58.48
7.23,2,8,1,1,2,51.3,69.4,48.0,72.30000000000001,80,20,100,20,53.21
7.74,1,4,4,1,6,79.6,73.0,61.5,77.4,40,80,100,60,87.43
5.27,7,10,2,0,6,47.1,83.4,66.0,52.69999999999999,100,40,0,60,60.19
7.72,1,8,2,0,2,51.7,40.9,88.0,77.2,80,40,0,20,57.02
6.46,3,9,4,1,8,78.2,84.0,92.1,64.60000000000001,90,80,100,80,80.61
7.15,4,4,3,0,2,59.3,95.8,62.9,71.50000000000001,40,60,0,20,54.18
5.93,2,10,3,0,5,60.6,46.5,50.9,59.3,100,60,0,50,48.7
6.62,4,5,3,0,3,34.5,62.8,48.8,66.2,50,60,0,30,48.33
7.34,3,1,3,0,0,54.3,28.9,96.1,73.4,10,60,0,0,44.62
7.23,8,10,1,0,2,88.5,75.3,71.7,72.30000000000001,100,20,0,20,53.35
8.38,7,8,3,1,6,45.8,72.9,34.4,83.80000000000001,80,60,100,60,70.42
5.63,1,10,2,1,7,82.1,66.0,100.0,56.3,100,40,100,70,68.45
7.45,6,6,2,0,8,22.8,72.0,67.1,74.5,60,40,0,80,56.49
7.4,2,6,1,0,6,43.9,82.8,73.7,74.0,60,20,0,60,44.77
7.04,4,2,4,0,7,87.7,49.3,69.4,70.39999999999999,20,80,0,70,54.81
6.59,5,4,2,0,6,32.9,75.3,60.1,65.9,40,40,0,60,50.42
8.6,2,6,5,0,3,47.3,51.7,87.4,86.0,60,100,0,30,71.65
9.55,5,3,2,0,6,68.8,68.3,77.7,95.5,30,40,0,60,65.59
5.79,8,10,4,1,8,50.5,80.0,69.3,57.9,100,80,100,80,83.01
6.58,5,1,2,1,9,66.5,76.2,71.2,65.8,10,40,100,90,59.7
6.5,5,5,4,0,10,91.4,36.8,76.1,65.0,50,80,0,100,55.81
7.22,5,4,4,0,8,47.4,56.5,79.9,72.2,40,80,0,80,73.6
8.76,6,6,0,0,6,27.0,59.9,78.7,87.6,60,0,0,60,44.76
8.03,2,6,3,1,10,100.0,73.5,64.1,80.3,60,60,100,100,78.36
7.35,5,5,1,1,7,85.6,85.8,64.8,73.5,50,20,100,70,66.38
7.52,6,9,4,0,7,68.5,53.7,13.6,75.2,90,80,0,70,49.48
7.18,8,2,5,0,8,40.0,59.4,86.6,71.8,20,100,0,80,55.28
8.24,8,8,2,1,6,68.1,73.6,63.7,82.4,80,40,100,60,73.27
8.36,2,4,3,1,5,59.7,65.8,24.9,83.6,40,60,100,50,56.19
8.09,1,1,3,0,8,81.7,13.9,50.2,80.89999999999999,10,60,0,80,38.87
5.3,4,3,4,1,2,60.1,80.5,100.0,53.0,30,80,100,20,55.21
7.51,7,2,2,0,10,73.0,65.5,33.9,75.1,20,40,0,100,52.47
7.31,4,10,5,0,5,96.4,59.4,60.2,73.1,100,100,0,50,59.46
8.49,7,3,4,0,2,82.1,81.9,75.2,84.89999999999999,30,80,0,20,58.84
7.74,7,1,4,0,9,100.0,38.0,50.8,77.4,10,80,0,90,61.74
8.06,4,3,1,1,4,66.1,59.5,75.1,80.60000000000001,30,20,100,40,55.48
7.0,1,10,3,1,10,76.5,82.3,44.0,70.0,100,60,100,100,66.66
8.44,4,10,4,0,0,61.2,51.6,55.9,84.39999999999999,100,80,0,0,56.12
8.73,6,7,0,1,9,55.8,67.9,49.6,87.3,70,0,100,90,72.84
5.87,1,5,4,1,1,59.3,53.8,56.3,58.699999999999996,50,80,100,10,53.97
6.2,3,7,2,1,4,63.9,83.1,54.7,62.0,70,40,100,40,70.88
8.26,2,5,4,0,6,70.2,87.4,49.6,82.6,50,80,0,60,54.23
7.33,7,3,3,0,10,45.5,82.1,84.9,73.3,30,60,0,100,64.75
8.53,3,7,0,0,10,47.2,89.4,90.9,85.3,70,0,0,100,61.6
7.74,1,3,2,0,7,81.9,61.9,69.1,77.4,30,40,0,70,53.36
8.19,8,3,0,1,10,67.1,56.1,45.7,81.89999999999999,30,0,100,100,59.87
6.75,5,8,0,0,5,99.3,59.0,72.7,67.5,80,0,0,50,65.92
7.84,1,8,5,1,6,57.4,46.8,46.8,78.4,80,100,100,60,81.37
7.84,6,6,2,1,5,59.6,40.1,69.8,78.4,60,40,100,50,68.21
6.81,2,8,1,1,5,63.1,92.0,78.2,68.1,80,20,100,50,60.17
8.5,3,1,4,1,1,82.7,70.2,69.1,85.0,10,80,100,10,65.02
5.6,1,3,2,1,5,56.4,90.0,72.6,55.99999999999999,30,40,100,50,67.58
7.71,2,2,2,1,8,54.2,50.1,48.1,77.10000000000001,20,40,100,80,55.69
6.21,5,6,4,1,4,69.5,85.2,86.8,62.1,60,80,100,40,75.7
6.48,6,7,3,1,5,61.9,69.2,67.9,64.8,70,60,100,50,76.19
8.49,3,5,2,1,6,65.9,64.4,61.1,84.89999999999999,50,40,100,60,60.59
6.4,3,3,2,0,7,86.8,58.1,73.9,64.0,30,40,0,70,55.34
6.36,4,1,1,1,5,54.5,57.6,82.0,63.6,10,20,100,50,58.25
8.08,3,1,3,1,8,87.6,60.9,45.3,80.80000000000001,10,60,100,80,71.67
6.39,7,3,1,0,4,41.0,71.4,76.1,63.9,30,20,0,40,42.62
8.52,4,3,2,0,0,69.6,58.4,84.4,85.2,30,40,0,0,53.36
8.14,3,2,3,1,5,72.1,67.9,76.7,81.4,20,60,100,50,64.83
6.72,8,3,2,0,2,98.4,78.8,49.5,67.19999999999999,30,40,0,20,40.61
8.48,3,5,3,0,0,56.6,86.3,64.0,84.80000000000001,50,60,0,0,58.07
5.56,1,5,5,0,6,54.9,56.8,51.9,55.599999999999994,50,100,0,60,61.08
7.97,5,1,4,0,7,82.6,83.6,52.5,79.69999999999999,10,80,0,70,70.16
6.25,6,3,2,0,3,85.7,71.7,91.3,62.5,30,40,0,30,47.14
6.98,5,5,3,1,4,20.7,66.8,38.4,69.80000000000001,50,60,100,40,60.77
7.04,3,4,2,0,7,30.7,68.7,48.4,70.39999999999999,40,40,0,70,50.17
8.78,3,2,3,1,4,82.8,60.8,53.6,87.79999999999998,20,60,100,40,59.41
7.0,4,10,5,0,7,100.0,65.4,50.5,70.0,100,100,0,70,75.55
7.42,5,5,3,0,9,70.3,56.8,84.5,74.2,50,60,0,90,54.61
7.06,7,3,1,0,1,62.5,36.7,26.1,70.6,30,20,0,10,39.32
6.52,6,5,4,0,4,59.2,94.8,100.0,65.19999999999999,50,80,0,40,53.32
6.47,1,1,4,1,0,34.6,51.4,67.8,64.7,10,80,100,0,55.27
7.81,5,7,1,1,10,87.1,56.3,92.0,78.1,70,20,100,100,60.19
7.47,2,5,3,1,0,75.0,37.4,49.3,74.7,50,60,100,0,61.55
8.26,5,9,5,1,5,73.6,83.4,69.3,82.6,90,100,100,50,87.15
7.26,1,7,4,0,5,69.9,53.1,72.6,72.6,70,80,0,50,48.59
7.29,5,8,5,1,9,72.4,72.6,39.8,72.89999999999999,80,100,100,90,88.91
8.27,6,7,3,0,3,90.1,67.8,79.8,82.69999999999999,70,60,0,30,70.15
7.13,8,9,5,0,8,71.3,60.7,36.0,71.3,90,100,0,80,68.37
6.06,1,9,1,0,7,43.6,55.6,72.9,60.6,90,20,0,70,46.89
8.35,4,1,2,1,7,51.5,54.5,86.3,83.5,10,40,100,70,53.32
6.82,3,2,3,0,0,59.6,79.0,62.8,68.2,20,60,0,0,54.39
7.57,6,6,2,0,9,59.1,93.8,61.2,75.7,60,40,0,90,67.54
6.87,6,8,1,0,10,5.3,78.8,34.7,68.7,80,20,0,100,56.52
6.53,4,4,1,0,5,95.5,93.6,70.7,65.3,40,20,0,50,50.79
5.6,3,9,2,1,8,68.2,81.9,29.6,55.99999999999999,90,40,100,80,66.41
7.84,4,2,4,1,9,22.0,63.5,62.9,78.4,20,80,100,90,55.52
5.0,8,6,5,1,0,79.6,54.6,57.7,50.0,60,100,100,0,69.16
8.8,4,8,4,1,6,39.7,90.2,70.6,88.00000000000001,80,80,100,60,71.63
8.53,7,2,2,0,5,76.4,54.2,91.7,85.3,20,40,0,50,50.63
6.59,7,1,4,0,8,39.8,60.4,79.1,65.9,10,80,0,80,45.41
9.09,3,7,2,1,5,35.9,60.6,86.7,90.9,70,40,100,50,71.42
9.56,1,10,3,0,2,58.0,69.3,68.3,95.60000000000001,100,60,0,20,63.88
7.23,2,9,4,0,2,86.9,100.0,100.0,72.30000000000001,90,80,0,20,66.25
7.91,3,8,2,0,7,66.9,42.5,70.3,79.10000000000001,80,40,0,70,61.47
7.64,1,8,2,0,7,66.6,60.9,69.1,76.4,80,40,0,70,64.19
9.01,1,7,3,1,4,72.2,39.1,92.8,90.10000000000001,70,60,100,40,73.87
6.11,1,8,2,0,0,61.3,69.2,60.0,61.1,80,40,0,0,43.92
7.27,6,8,4,1,5,73.5,70.0,80.3,72.7,80,80,100,50,75.89
8.42,5,4,1,0,6,57.2,66.0,81.7,84.2,40,20,0,60,42.39
8.31,3,3,5,1,10,25.5,79.2,65.7,83.10000000000001,30,100,100,100,73.0
7.46,7,4,5,0,3,68.2,53.9,52.2,74.6,40,100,0,30,57.58
8.89,3,8,2,1,2,52.7,50.1,56.2,88.9,80,40,100,20,72.76
7.73,4,7,4,0,2,61.6,55.0,38.8,77.3,70,80,0,20,59.22
7.61,3,5,1,0,3,48.1,66.2,54.6,76.1,50,20,0,30,41.39
8.2,1,2,5,1,5,38.4,21.5,61.3,82.0,20,100,100,50,62.03
7.44,2,9,4,0,4,87.4,58.2,35.7,74.4,90,80,0,40,71.31
7.55,8,10,3,0,1,71.1,65.3,50.1,75.5,100,60,0,10,61.75
6.71,7,6,2,0,9,42.2,100.0,67.9,67.10000000000001,60,40,0,90,53.9
10.0,2,2,0,0,10,56.4,73.1,67.4,100.0,20,0,0,100,59.36
7.03,4,1,4,0,4,86.8,54.8,52.9,70.30000000000001,10,80,0,40,44.45
8.23,3,6,4,0,4,77.2,100.0,70.8,82.30000000000001,60,80,0,40,72.7
9.41,2,3,3,0,6,35.5,67.5,46.8,94.10000000000001,30,60,0,60,45.54
6.16,7,3,2,1,6,87.1,64.0,71.8,61.6,30,40,100,60,60.21
8.11,3,10,1,0,6,67.3,79.8,86.3,81.1,100,20,0,60,62.19
7.52,4,9,0,0,6,76.8,94.5,82.6,75.2,90,0,0,60,58.39
9.29,3,7,1,0,4,75.2,96.7,63.7,92.89999999999999,70,20,0,40,54.06
6.59,4,3,1,0,6,79.3,72.3,63.4,65.9,30,20,0,60,51.83
6.75,5,6,2,0,2,53.7,52.4,44.6,67.5,60,40,0,20,49.29
7.45,2,8,4,1,5,60.4,53.9,49.0,74.5,80,80,100,50,74.66
7.01,4,3,2,1,4,68.2,48.2,86.6,70.1,30,40,100,40,61.75
7.04,8,5,5,0,1,92.2,45.7,69.1,70.39999999999999,50,100,0,10,57.7
